	Min	Min	Min	Min	Min	Max	Max	Max	Max	Max	Max	Max
	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
A1	3.207734475	3.947148335	0.192984945	0.440866127	0.03435763	0.147937537	0.048756104	0.057983194	0.410744407	0.025318823	0.519295458	0.030110409
A2	1.059994113	0.325257599	0.190726619	0.39001628	0.032114462	0.177869257	0.036173198	0.045787915	-3.633563923	-0.092309135	-2.551865465	-0.116844598
A3	1.452957154	0.702957154	0.106152931	0.421446383	0.121948584	0.056605032	0.021235938	0.025851885	-0.247722713	0.090974035	4.283965992	0.110748598
A4	0.953110711	0.203110711	0.090217122	0.477827302	0.09131289	0.030859808	0.028991715	0.033026673	-1.563180008	0.02344727	0.808757593	0.026710572
A5	8.936151485	9.676361228	0.120814804	0.517578974	0.034155032	0.048265995	0.032944803	0.035904052	0.099582028	0.085596519	2.598179725	0.093285179
A6	1.297105123	0.552641586	0.066235066	0.50085586	0.062766987	0.036377154	0.028018371	0.031101946	-0.815907289	-0.003268045	-0.116639375	-0.003627712
A7	1.24163003	0.49163003	0.072344827	0.523188259	0.041843413	0.034968328	0.01952209	0.02114638	-0.948988184	-0.028830395	-1.476808864	-0.031229162
